Rank,Release Group,Worldwide,Domestic,%,Foreign,%
160,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,"$30,236,973",-,-,"$30,236,973",100%
161,Eternal Moment,"$30,186,159",-,-,"$30,186,159",100%
162,The Rum Diary,"$30,134,958","$13,109,815",43.5%,"$17,025,143",56.5%
163,My Own Swordsman,"$30,082,188",-,-,"$30,082,188",100%
164,You Are the Apple of My Eye,"$29,843,025",-,-,"$29,843,025",100%
165,Torrente 4,"$29,737,384",-,-,"$29,737,384",100%
166,The Sorcerer and the White Snake,"$29,649,716",-,-,"$29,649,716",100%
167,Unfair: The Answer,"$29,166,054",-,-,"$29,166,054",100%
168,Dragon,"$29,140,858",-,-,"$29,140,858",100%
169,Yolki 2,"$28,719,002",-,-,"$28,719,002",100%
170,Your Highness,"$28,013,733","$21,596,445",77.1%,"$6,417,288",22.9%
171,Love Strikes!,"$27,707,149",-,-,"$27,707,149",100%
172,The Women on the 6th Floor,"$27,533,970","$719,823",2.6%,"$26,814,147",97.4%
173,Letters to Santa,"$26,923,513",-,-,"$26,923,513",100%
174,A Monster in Paris,"$26,611,650",-,-,"$26,611,650",100%
175,Ivan Tsarevich & the Grey Wolf,"$26,420,475",-,-,"$26,420,475",100%
176,Apollo 18,"$26,236,153","$17,687,709",67.4%,"$8,548,444",32.6%
177,Our Idiot Brother,"$25,804,448","$24,816,118",96.2%,"$988,330",3.8%
178,Eyyvah Eyvah 2,"$24,792,348",-,-,"$24,792,348",100%
179,Ready,"$24,663,361","$955,148",3.9%,"$23,708,213",96.1%
180,In His Chart,"$23,384,864",-,-,"$23,384,864",100%
181,Warrior,"$23,308,615","$13,657,115",58.6%,"$9,651,500",41.4%
182,Hoodwinked Too! Hood vs. Evil,"$23,167,844","$10,143,779",43.8%,"$13,024,065",56.2%
183,Young Adult,"$22,939,027","$16,311,571",71.1%,"$6,627,456",28.9%
184,Andalucia: Revenge of the Goddess,"$22,929,221",-,-,"$22,929,221",100%
185,A Separation,"$22,926,076","$7,099,055",31%,"$15,827,021",69%
186,Qualunquemente,"$22,862,029",-,-,"$22,862,029",100%
187,Friends: Naki on the Monster Island,"$22,537,428",-,-,"$22,537,428",100%
188,Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,"$22,313,925",-,-,"$22,313,925",100%
189,Gooische vrouwen,"$22,194,574",-,-,"$22,194,574",100%
190,The Immature,"$21,858,834",-,-,"$21,858,834",100%
191,Pleasant Goat and Big Big Wolf 3,"$21,847,806",-,-,"$21,847,806",100%
192,Quick,"$21,561,934",-,-,"$21,561,934",100%
193,K-On! The Movie,"$21,434,003",-,-,"$21,434,003",100%
194,Red Dog,"$21,185,162",-,-,"$21,185,162",100%
195,Vicky and the Treasure of the Gods,"$20,796,153",-,-,"$20,796,153",100%
196,The Front Line,"$20,629,645","$11,018",<0.1%,"$20,618,627",99.9%
197,Polisse,"$20,590,872","$211,440",1%,"$20,379,432",99%
198,Hollywoo,"$20,587,850",-,-,"$20,587,850",100%
199,Scabbard Samurai,"$20,251,745",-,-,"$20,251,745",100%
200,Kaiji 2: The Ultimate Gambler,"$19,971,259",-,-,"$19,971,259",100%
